30	Cancun	The best times start in December and end towards the end of May. Any form of clothing suits in this part of the world. Loose, comfortable cotton clothes are best suited.	Remember to carry sunscreem, swim suit and sunglasses to enjoy the beaches.	Taxis are everywhere in Cancum. You can hire rental car inexpensively. Buses are worth experiencing even if you don´t want to travel on them.	Any public transport is conveniently available and affordably priced. Take cab if you want a comfortable journey.	"Pizzas, margeritas and hot dogs are famous. Mikado, La Capilla Argentina, Champions Sports Bar, Simply Seafood,Gustino, Cambalache are some of the famous restaurants."	"Interactive Aquarium (Acuario Interactivo) lets you get up close and personal with aquatic life. Isla Contoy, about 30 km (19 mi) north of Isla Mujeres is an excellent place to click pictures of different types of birds."	"Fancy jewelry and good electronic items are inexpensively available."	Spanish is the local language.	Ocean and beaches are popular hangout places. Xcaret is an Eco-archaeological Park famous with the tourists.Other fun activities include bird watching or going for a swim with the dolphins.
31	Qaanaaq	"The best time to visit Qaanaaq are the months of March, June and November. The clothes must be woolen or multilayered for the wintery climate."	Please carry a camera, hiking and comfortable walking shoes.	Due to the size and location of the town, the best way to explore it is on foot. In the winter months you can travel via dogsled or ski and in the summer you can sail with the locals by boat to any of the four settlements located near the town. 	It is recommened to cover the city on foot.	Fresh fruit, cheese, eggs and among other things are famous here. Not many big restaurants around town. A few can be found on http://www.greenland.com/en/explore-greenland/nordgroenland/qaanaaq.aspx	Qaanaaq and the surrounding four villages are the perfect setting to experience Inuit culture and get close to the locals. The Qaanaaq Museum  stands out and is definitely worth a visit.	Items used for hunting, sailing and dogsledging along with wine, beer and other alcoholic beverages are popular purchases here. For more information, please visit: http://www.reocities.com/thetropics/resort/9292/usqaanaaq.html	English is the local language used here so communicating is not an issue.	Many adventure sports are on offer at Qaanaaq. You can take a trip with local dog sled drivers or go hiking to the nearby Ice Cap (few hours from Qaanaaq by hiking). Hiking trails suitable for all experience levels are present. 
32	Thiruvananthapuram	"Winters  from September to March, are mild, comfortable and pleasant. Summers, from March to May, are hot but not very humid, unlike fall and winter. Monsoons,between June and August, are pretty wet. Choose the weather you are most comfortable with and plan accordingly. Cotton clothes will suffice all year round."	Camera, hats, goggles, scarf and slippers would come in handy. Remember to dress conservatively, especially the women.	You can avail a bus or an auto rikshaw for inexpensive transport. The taxis are also used a lot.	Local transport, auto, buses, taxis, are available to reach the city center.	"The unique sea food experience is worth trying. Karimeen fry is among the more popular dishes people like.Vegetarian food is tasty and prepared in coconut oil. Aapam and stew, iddiyappam, puttu and kadala are the most famous dishes of Kerala. "	Sri Padmanabhaswamy temple, Museum Complex, Dr. Franklins Panchakarma Institute and Ayurveda Centre, Mitra Hermitage Ayurvedic Hospital  are the few places you can check out.	"Handicrafts, trendy and traditional can be bought from SARWAA, Sanker Road, Sasthamangalam. You can buy cheap clothes at the local shops. There are many shops around the east fort and in over-bridge areas."	Both Malayalam and English are widely taught and used Language in here. Malayalam is, however, the regional and official Language .	Watch the magical sunset from the Shankumukham or Veli beach, get pampered with a traditional Ayurvedic massage. visit the local museum and art gallery or a martial arts centre (Kalaripayattu) or watch traditional performers perform a Kathakali dance.
33	Kochi	"Winters  from September to March, are mild, comfortable and pleasant, summers, from March to May, are hot but not very humid, unlike fall and winter. Enjoy the charm of wet kerala and trees swaying to monsoons between June and August. Cotton clothes will suffice all year long. Carry a jacket for the winters."	Camera, hats, goggles, scarf and slippers would come in handy. Remember to dress conservatively, especially the women.	You can avail a bus or an auto rikshaw. The taxis are also used a lot.	Local transport, auto, buses, taxis, are available to reach the city center.	"The unique sea food experience is worth trying. Karimeen fry is among the more popular dishes people like.Vegetarian food is tasty and prepared in coconut oil. Aapam and stew, iddiyappam, puttu and kadala are the most famous dishes of Kerala. "	"Kerala Folklore Theatre & Museum, Wonderla Amusement Park and Mattancherry are the famous places to check out."	Day-shopping is more popular than night shopping. All shopping outlets close by 8PM. Spices, clothes and jewellery are popular items to purchase.	Both Malayalam and English are widely spoken and taught in the state. Malayalam is, however, the regional and official language.	The Cochi carnival, Onam festival and Fireworks Festival of Maradu Kottaram Devi Temple are the famous festivals and a treat for the visual senses. Veegaland Amusement Park in Kakkanad and Silverstorm Water Park are fun entertainment spots to explore.
34	Aleppo	Spring and autumn months are the best time to visit Aleppo. Light clothing with a jacket will suffice.	Comfortable walking or hiking shoes, sandals for the beaches, swimwear, sun protection, sunglasses and hat, as well as scarves for ladies to cover up when visiting mosques and other landmarks.	Taxis are inexpensive and available abundantly. Minibuses called 'serveece' drive around the city where you can hop on and off by signalling the driver. Cars are available on rent but driving is not recommended for outsiders.	"City center is about 20 minutes drive from the airport by car. Hire a taxi for a hassle free journey.http://www.arabic-studies.com/english/learn_arabic/syria/aleppo/getting_there.asp"	Muhammara is an Aleppo delicacy made with roasted red peppers, ground walnuts, pomegranate molasses, olive oil, and spices. Aleppo's famous hotels are Baron Hotel, Sheraton Aleppo Hotel and the Coral Julia Dumna Hotel.	The citadel offers an excellent view of the city. Other places to visit are the many souqs(markets), Bimaristan Arghan, a mental hospital turned into a museum, Saint Simeon's basilica (Qalaat Sam'aan- around 30 miles outside the city) and The Great Mosque.	"Gold, especially, the pattern called Aleppo weave, boxes with intricate inlay work, wraps, sweets, coffee and spices and olive oil soap are some of the famous things people purchase in Aleppo.http://wikitravel.org/en/Aleppo#Get_around"	Some phrases to help you get around are: Excuse Me: Aff-one, how much? Gha-daish M-ssary? What do you want: Shoo Bad-ak? , How are you: Key-fack (m), How are you: Key-fake (f), Thank you: Shou-kran, No Thank you: La Shou-kran
35	Monterrey	Best time to visit is in the spring and the fall. Its generally warm so carry your summer wear.	Swimsuit, a beach blanket, flip flops, sunglasses and sunscreen are an absolute must.	"Taxis, buses and subway, all three can be used to get around the city. Taxis are the easiest and the subway system very clean although with limited connectivity. Renting a car is also a good option.  refer:http://www.nl.gob.mx/?P=metrorrey."	Taxis are the quickest and easiest way to reach the city center. Buses and subways are other options.	Cabrito, machacado and atropellado are the famous delicacies. The famous restaurants are Pangea,Fundidora and El Gaucho.	"Cerro de la Silla ,Cerro del Obispado,Cerveceria Cuahtemoc ,Macroplaza , Puente de la Unidad San Pedro  are the famous landmarks worth a visit."	The local candies are widely sold throughout the city and make excellent gifts. 	Spanish is the local language and used vastly.	Mexico has a variety of eco-tourism,  entertainment and adventure sport options like Safari Parque Estrella ,Cascadas Cola de Caballo ,Presa de la Boca, La Huasteca ,Matacanes , El Potrero Chico.Parque Plaza Sesamo, Lucha Libre,Bull Fights. Plan your trip according to your interests.
36	Guadalajara	The best time to explore the city is during drier autumn season (October and November). The city is open to all types of fashion. So you can carry anything you are comfortable in.	Remember to carry a good camera. Preferably with a good stand to capture the panoramic views.	Buses and subways cover the city well. Cabs are also an option for the more affluent. 	Taxis and buses run from the airport to the city center.	"Birria, tortas ahogadas, and chilaquiles are some of the most traditional dishes in Guadalajara. The food court in the Mercado Libertad is good place to sample the variety of local specialties."	Guadalajara Cathedral ,Plaza of the Crosses,Plaza Guadalajara,Plaza de Armas, Plaza de la Liberación are the historical places to see. Templo Expiatorio,  Arcos Vallarta, Glorieta Chapalita are the other places you can  visit. 	Tianguis (Street Markets) Tianguis el Baratillo,Tianguis Cultural, in the Plaza Benito Juarez, Mercado Libertad are the more famous markets to explore. For more information, visit: www. allaboutguadalajara.com/	Spanish is the local language.
37	Morelia	The best time to visit the city is during the time of the film festival. The city is open to all kinds of fashion. make sure you carry multiples layesrs because the climate varies a lot.	Camera, sunscrren, hats and goggles are the things to pack for your visit.	Buses, combis and taxis form Morelia’s public transport. Combis are a good way to see the smaller roads and backstreets of the city.	Buses, combis and taxis can be used to get the city center.	Sopa Tarasca and Enchiladas Morelianas,based on chicken and potatoes, are the two famous local dishes to try out. Try any half decent local restaurant for a rich culinary experience at affordable prices.	Day of the Dead Altar,  Casa Natal de Morelos and Casa de Morelos, Aqueduct, Santuario de Guadalupe: One of the most serenely beautiful churches in Mexico. Benito Juarez Zoological Park is also worth a visit.	"The Museo de Dulces, located on Av. Madero between the Cathedral and the Tarascan Fountain is definitely worth a stop. It also contains a coffee shop and offers the widest variety of candies as well as demonstrations on candy-making."	Spanish is the local language used.	The Morelia Boys Choir at the spectacular Conservatory of the Roses is definitely worth a watch. Morelia frequently hosts outstanding events, like a regional foods festival in late fall, and music or cultural festivals at other times of the year. For more information, visit: http://www.bestday.com/Editorial/MoreliaAtItsBest/
38	Edmonton	Tourists flock to Edmonton throughout the year, whether to enjoy the warm summers and the festivities or the cold winter and the snow sports.	One must carry socks, fleece, umbrella, waterproof jacket and preferably a camera.	Car, Buses, Shuttles are all available. Select the transportation based on your route.	Bus service( Route747 service), Car rentals, hotel shuttles. Taxis and limos, all are available to take you to the city center from the airport.	Italian food is of very high quality in Edmonton. Chianti's, Sicilian Kitchen, Sorrentino's, Fiore Cantina and Tony's Pizza offer hearty and filling pasta. Whyte Ave, Downtown, or Little Italy also have good Italian restaurants. 	"Alberta Legislature,Art Gallery of Alberta,  Royal Alberta Museum,West Edmonton Mall are the local places worth seeing. "	"Whyte Avenue (in South Central), West Edmonton Mall (in West End) , Kingsway (Garden) Mall (in North) and Downtown (in Central) are the shopping destinations in Edmonton."	Edmonton offers a vibrant performing arts community and adventure opportunities in the form of an extensive network of trails, good for walking, biking, and cross-country skiing in the river valley and Mill Creek area.
39	Regina	Regina is extremely cold in the winters(very warm woolens required) and pleasant during the summer months(cotton clothes). June to August witness the highest precipitaion so carry rain proof gear. 	One must carry socks, fleece, umbrella, waterproof jacket and preferably a camera.	The mass transit system in Regina is widespread and convenient. They can be used to cover the city. For more information visit: http://www.regina.ca/residents/transit-services/. Renting a car is also a good option if you wish to drive around.	Regina Airport buses, taxis or rental car services offer good connectivity from the airport to the city center.	The Cathedral Village Free House,  The Copper Kettle Restaurant, The Crushed Grape Wine and Food Bar are the famous restaurants.	"Saskatchewan Science Centre,  Kramer IMAX Theatre,  The Royal Saskatchewan Museum and the RCMP Heritage Centre are the popular tourist spots."	"Eclectic, locally-owned shops and boutiques can be found clustered in the pedestrian-friendly Cathedral Village .Southland Mall, Cornwall Center and Golden Mile Shopping are the places to try out for shopping. "	English and French are the two most commonly spoken languages.	"Downtown Ice & Fire Winter Carnival , RCMP Sergeant Major's Parade.  RCMP Sunset Retreat Ceremonies,Regina Folk Festival, running music festival, Canadian Western Agribition are the yearly attractions to watch out for."
40	Aurangabad	This city can be visited anytime of the year but the best time to travel in and around Aurangabad is between October and March. It is best to dress conservatively to avoid attracting too much attention. Cool cotton clothes and a warm jacket will suffice for the winter whereas the jacket is not needed during the summer months.	Suncreen, hat, sunglasses, torch and mosquito repellents are recommended for most of the visitors.	"AMT and MSRTC Buses,conducted bus tours by MSTRC, Wonder Car Rentals and ITDC, metered auto-rickshaws (Taxis) are the sources to get around the city. http://www.visitaurangabad.com/menu/moving-around/local-transport"	The nearest airport is connected to the city center through buses and the railway station is very close to the cty center.	"Swad Veg Restaurant, for Indian food and pizza and Tandoor Restaurant & Bar offering tandoori, North Indian and Chinese dishes are popular with the tourists. Kailash and 56 Bhog are other popular restaurants.http://www.visitaurangabad.com/menu/restaurants"	"The Ajanta Caves , Ellora caves, Bibi ka Makhbara, Ghrishneshwar temple , Dauladabad are the places to visit.Government of India Tourist Office may be contacted for tours."	Aurangabad Himroo Industry and Paithani Weaving Centre are the two most popular shopping destinations in Aurangabad which sell souveniers and other items defining the rich cultural heritage.	Marathi is the local language of the people. Hereenglis and hindi is also used here.	"H2O Waterpark, Quadrangle Cannought Gardens, CIDCO and Siddarth Garden are nice placess to hang out with kids, Pan(stuffed beetle leaf) at Tara Pan Center is particularly famous."
41	Baghdad 	"November to Febdruary is the best time to visit Baghdad.Remember to carry white cotton clothes for the summers as it gets pretty hot."	"Remember to carry suncreen, hat, goggles, scarf to cover your head(for women) among other essentials."	The preferred method of transportation is helicopter or less preferably a fully armoured car or Rhino (armoured bus). Within the International Zone (formerly known as the Green Zone) there is a free shuttle bus service by KBR. You can also walk to many destinations in the International Zone or use a bicycle. 	The airport is at the city center.	Local delicacies like shirkhurma and shwarma. The Green Zone is where American fast-food like Burger King, McDonald's, and Subway are available. Venture out of the Green Zone at your own risk.	"Al-Faw Palace , Baghdad Zoo , Swords of Qādisīyah, Monument to the Unknown Soldier are the places to see."	Rugs and DVDs are available to buy. Inspect the quality of rugs carefully: Some are cheap Chinese made rugs, and many are extremely overpriced. Also, many DVDs - especially from street vendors - are bootlegs of varying quality. 	Arabic is the local language. Urdu is also spoken in certain parts.
42	Abu Dhabi	"The best time to visit Abu Dhabi is between November to April. Summer clothing is suitable around the year, but something a jacket may be needed for the winter evenings. Be sure to take some sort of jacket or sweater when visiting hotels or the cinema, as the air conditioning may get uncomfortable."	Suncreen, hat, sunglasses and a head scarf (recommended for ladies) among other essentials should be carried.	Cheap taxis, a well-planned road system, and plenty of sidewalks make Abu Dhabi easy to navigate. Visitors may opt to rent a vehicle. People often rely on landmarks to give directions. A new interactive map initiative, www.darb.ae, provides useful information on travel and transport in the Emirate. 	Taxis are the best way to get to the city center.	"18 Degrees Hyatt Capital Gate Abu Dhabi, 18ozOne To One Hotel, The Village, 3rd Avenue Pub & Restaurant,Sheraton Khalidiya Hotel, The GrillSt. Regis Saadiyat Island Resort,  AfyaTraders Hotel, Qaryat Al Beri are the good places tog rab a bite."	Sheikh Zayed Grand Mosque, Abu Dhabi Corniche,Ferrari World- Abu Dhabi, Al Ain Oasis,Al Ain Paradise, Garden, Emirates Palace,Yas Viceroy,Qasr al Sarab,Abu Dhabi Falcon Hospital,Jebel Hafeet,Hili Fun City,Al Ain Camel Market.Al Ain Zoo.Arabian Wildlife Park,Arabian Nights Heritage Village are the interesting places to visit.	Marina Mall, Abu Dhabi Mall, Al Wahda Mall, Khalidiya Mall are the major shopping centers.	Arabic and Urdu are the main languages with English being vastly used.	Abu Dhabi offers a host of activities including Desert balloon expeditions, Helicopter tours, Big Bus tour, Ride the track/ Behind the scenes tour at Yas Marina Circuit, Desert camping, Desert safari & dune bashing, Sand boarding & skiing, Camel racing and Horse racing to name a few.
43	Acheng	The best time to visit Acheng are January and August. Pack really warm clothes for the winters and really cool clothes for summer.	A pair of walking boots/shoes/sports shoes is probably a must just to get around.  Most Chinese roads don’t last long considering the amount of people walking/driving on it. 	The tourist bus is a great way to move around the city.	The city of Acheng is a 50 km drive from the international airport at Harbin.	Acheng Rice Vermicelli is a very popular dish. Ha'er'bin Longzhu Hotel is famous among the locals.	Chinese is local language.	Chinese Kung Fu Show, Foot Massage Select, etc are certain things one can engage oneself in.
44	Chennai	Best time to visit Chennai is November to February. Carry summer clothing as it is always warm in Chennai.	Things to carry include anti-malaria meds, sun screen,bug spray, sunglasses and a cap. Remember to eat hygenic food and drink bottled or purified drinking water only.	Sub-urban trains, autos, taxis and buses cover the city well. Short routes are best traversed by auto. Remember to bargain hard before hiring the auto. 30% of the initial offered price is generally a good estimate of the actual fare.	Prepaid taxis are very conveniently available within the airport. To save some more extra bucks, one may hire an auto rickshaw from a few hundred metres outside the airport.	Murugan Idli, Hotel Saravana Bhavan and Sangeeta Hotel are my personal favourites for south indian food. A host or restaurants serving Andhra and Chettinad food also populate the city. Zara is a popular hangout for Spanish food. All the popular cuisines are otherwise available in Chennai.	Marina Beach, Besant Nagar Beach and Kapaleeshwar Temple may be visited. Try to Avoid Marina beach during the weekend evening as it will be heavily crowded. 	"Express Avenue, Spencer Plaza and Chennai Citi Center are among the popular shopping malls."	Tamil is the primary language spoken in Chennai however some people do understand Hindi and English.
45	Faridabad	The ideal time to travel to Faridabad is during the months of October through March. Light wollens will suffice for the mild winters.	Sunglasses, hat, mosquito repellents and scarf may be carried to Faridabad. The women should dress conservatively to avoid any unwanted attention.	Public transport is mainly restricted to rickshaws and auto-rickshaws.	Best to book a taxis to reach your hotel from the airport.	Hotel Delite, The Claridges Atrium Hotel, Hotel Rajhans, Quality Hotel Sewa Grand and Hotel Mahalaxmi Palace are some of the more prominent hotels in the city where one can go grab a bite.	Siddhadata Temple, Shiva temple and the Town Park are some of the places to visit while in Faridabad.	"Faridabad is famous for Henna production. Different qualities of locally produced henna are available across Faridabad."	Punjabi and Haryanvi are the common languages spoken here. One can also get by with a working knowledge of Hindi. 
46	Giza 	The best time to visit Egypt is from October through April. Comfortable summer clothes are recommended.	Comfortable shoes, toiletries, medical supplies, sun screen, hat, sun glasses, wet wipes and gum (to get the sand out of your teeth) should be carried among other things. A universal power converter and phtography equipment are also recommended.	"Metro Line 2 may be taken to reach Giza from Cairo although it doesn't go all the way to the Pyramids. Taxis and buses are also convenient ways to reach the pyramids."	Khan El Khalili, Safir Hotel, Four Seasons Hotel,etc are the popular hotels one can try. 	Great Pyramid of Khufu (Cheops) and the Solar Barque Museum are two famous tourist attractions in Giza.	Al Amir Perfume Palace, 9 Abu el Houl St., ☎ +202 385 4963, Legends and Legacies, 20 Abuu Hazim St. (Off of Pyramid Road), Beymen, Four Seasons Nile Plaza, City Stars, Nasr City are some of the prominent shopping destinations in Egypt.	Arabic is the predominantly spoken language. Some people may be found who understand English.	Police patrol numbers: Atfih - 01220066665. El Saf: 01220166664, High Way: 01221117211
47	Gorakhpur	"The best time to visit Gorakhpur is during the months of October to March. Do carry cotton clothes."	Hat, Cap, Camera along with conservative clothing for women is recommended.	"Cycle Rickshaw is the major mode of transport in the city with prices subject to bargaining. 5KM should not be mre than Rs. 20. City bus on fixed routes and auto rickshaws are also available. Taxicabs can also be hired for a fixed time duration as per requirement."	Hotel Grand, Hotel Vivek, Hotel Park Regency, Hotel Presidence are the famous hotesl in Gorakhpur.	Gorakhnath Temple, Chauri Chaura Shaheed Smarak, Vishnu Mandir, Aroyga Mandir and Taramandal are some of the famous palces to visit.	"The one thing to purchase in the city is items made of terracota material. Best place to buy your needs is Golghar which situated in the centre of the city. You can also buy Hindu religious books from Gita Press."	"Catch a hindi movie at Raj, Jubilee or Vijay Picture Palace, go for a cycle riskshaw ride around the town, hire a boat, visit the Rail Museum or Taramandal while visiting."
48	Saskatoon	"The best time for visiting Saskatoon is between September & October which offers excellent opportunities for photographers as the nature puts on a beautiful aura around the place. Bring multiple layers of clothing for the unpredictable weather."	Things to carry are socks, a fleece,umbrella, waterproof jacket and maybe a camera.	"Saskatoon Transit service: Customer service helpline: (306) 975-3100, Address 226 23rd Street East"	"A cab may be hired for $10-12 to reach the downtown from the Airport. The Airport Transit bus number 1, which runs every half hour from 6am to 6:30 pm - bus stop at Airport Drive and 45th street - around .5 km (.3 Miles) from the terminal."	" Best Western Plus Blairmore, Best Western Harvest Inn, Country Inn and Suites by Carlson, Delta Bessborough,  Heritage Inn Hotel and Convention Centre and Hilton Garden Inn Saskatoon Downtown are some of the popular hotels."	"Saskatoon Western Development Museum, 'FANTASTIC LOOK BACK ON HISTORY',University of Saskatchewan, Shaw Centre, Saskatoon Forestry Farm Park & Zoo and Wilson's Entertainment Park are the places to visit. Tours are available at visit:http://www.tourismsaskatoon.com/travel-trade/"	English and French are the two commonly spoken languages.	Live theatre and music is an integral part of Saskatoon's culture. The Canadian rock band The Sheepdogs are from Saskatoon. The more adventurous people can try their hand at the hugely popular sport of Ice hockey. For more information visit: www.tourismsaskatoon.com
49	Indore	"Best time to visit Indore is from August to March. Woolen clothes for winter and cotton clothes for summer is the preffered clothing."	Hat, scarf, sweater, camera, wet wipes and mosquito repelants are the recommended items to carry.	Auto rickshaws and taxicabs are the most convenient way to travel. Cabs can be booked on a variety of plans- hourly, distance travelled, AC/non AC. Do try to get a discount. 	Taxis can be taken from the Airport to the city center or your hotel. http://www.savaari.com/indore-car-rentals/car-rentals-indore. This is among one of the many car rental services available.	Street food and 'namkeen'- savories are very famous in Indore. The places to catch are Nagori Sweets for lemonade, Joshi Restaurant, Sawariya and Vijay Chaat.	Rajawada, Lal Baag Palace and Bada Ganpati are some of the places worth visiting.	"MT Cloth Market (wholesale clothes), Sitlamata Bazar (retail clothings and sarees), Mrignayni Showroom(behind Gujarati Girl's college, it is an exclusive handicraft store) and Treasure Island, the biggest shopping mall, are the places to look for some retail therapy."	
50	Mysore	October to March is the best time to visit Mysore. Cotton apparels would suffice for a summer trip, while winter clothing should consist of light woolens.	Photo Equipment, scarf and a hat among other things must be carried. Carry mosquito repelants and your own water/ buy bottled water.	"Auto rickshaws, buses, jhutka gaadi and tourist taxis are available to ferry people around. "	Most of the tourists arrive at Mysore from Bengaluru via bus or taxi. There are 4 bus stands in Mysore with the Mysore KSRTC Bus stand and the Mysiore City Bus Stand, near Mysore Palace, being the more important ones. One can catch a bus to Bangalore every 5 minutes from Mysore.	"Mysore Pak and South Indian food like different types of dosas and idlis and uppittu are the popular dishes. Try the local restaurants for authentic food rather than going for the popular star restaurants."	Museums in Mysore and Chamundi Hill are among the many places to visit in Mysore. There are various other sightseeing options available.	"Beautiful silk saris, sandalwood and rosewood items and stone carved statues are famous buys here."	Kannada is the most widely spoken language in the city. Many people will understand Hindi or English.	62	Mysore
51	Austin	"The best time to visit Austin is February to March and September to November. Shorts and light cotton clothes will suffice for these months. A warm jacket will be needed for the winter months. Read more: http://www.virtualtourist.com/travel/North_America/United_States_of_America/Texas/Austin-875823/Packing_Lists-Austin-TG-C-1.html#ixzz26pa6lzML"	Hiking and camping gear for the interested folks, not to forget the medical supplies and the toiletteries. Remember to buy or carry water before embarking upon a camping/ hiking trip.	"Driving is not too difficult if you're used to living in a large city. Traffic is bad from 7-9AM and 3:30-7PM weekdays. IH-35 through town can be jammed at other times as well, budget your time accordingly."	Local Austin delicacy includes fritos topped with chilli, cheese, salsa and spicy ranch dressing. Days Inn Austin/University/Downtown, Country Inn & Suites Austin, Comfort Suites Austin Airport, Quality Inn & Suites Austin Airport, etc are some of the popular hotels.	The University of Texas at Austin, housing the Blanton Museum of Art, the Presidential Library and the Texas State Capitol is a must-see for visitors to Austin.	Barton Creek Mall southwest of town, Lakeline Mall northwest of town and Highland Mall north of downtown are some of the popular shopping hangouts.	Chittamani Buddhist Center, http://www.meditationinaustin.org/ Phone number: +1 512-916-4444. Offers relaxation meditations and meditation classes to increase inner peace. 	Zilker Park on the banks of Town Lake with several miles of hiking and biking trails,Barton Springs Pool, at a refreshing 68 degrees year-round, nestled in the heart of the city at Zilker Park, and Lady Bird Johnson Wildflower Center are the main attractions.
52	Allahabad	"Best time to visit Allahabad is from August to March.In winter one should carry woolen clothes while light cotton clothes will suffice for the summers."	Hat, scarf, sweater, camera,mosquito repellents and daily medications must be carried while on a trip to Allahabad.	"A cycle rickshaw is the cheapest, best and most widely available means of transport. Prices are subject to bargaining.  Auto Rickshaws(3-Wheelers) are also a cheap mode of travel inside the city. City buses are available on certain routes but their arrivals and departures are unpredictable."	The airport and a Railway station are both located in the city center. There are three other railway stations in other parts of the city. Confirm which station you will be getting off and plan accordingly.	Enjoy the Mughalai cuisine of North India.  Some famous restaurants are Connoisseur Restaurant, Kanha Shyam, Strachey Road, Grand Continental, Urban Masala and Cafe 1866.  Namkeens (savories) at LokNath are also a good option	The Sangam (where the rivers meet) is a must see. Allahabad Fort, Khusro Bagh, Anand Bhawan and Jawahar Planetarium are other famous places to visit.	Guavas are best bought in winter and Mangoes in summer. Actually a type of gulaab jamun, 'rasgulle' (in vernacular language) are specialty of Allahabadi cuisine. One can also buy Ganga Water (Ganga Jal : Holy water of the river Ganges) along the banks of the river conveniently packed in brass tumblers sealed with Wax. 	"Hindi is the most widely spoken language. English words are also widely understood."	"Walk in the Magh/Kumbh mela area,Take a dip at Sangam, Take a boat ride down the Yamuna,  Hear the azaan, Water Sports in Yamuna."
53	Madinah	The best time to visit is during the hajj pilgrimage. The temprature in Medinah is pretty high so its better to carry white clothes.	"There is no public transport other than taxis. "	Taxis is the only possible way to reach the city.	The cheap local delights are shawarma, taamiyya (a type of vegetable sandwich), foul (cooked beans) with tameez (bread) and roasted whole chickens called broasts are the popular non vegetarian dishes people are fond of. 	The main attraction is the Masjid Nabawi or the Prophet's Mosque and Jannatul Baqi,adjacent to the mosque which is a huge graveyard. The plains and mountain of Uhud where the battle took place is also worth a visit.	Prayer rugs (some with magnets pointing towards the Kaaba), caps, Tasveeh or rosary beads, Abayas, pictures of the holy city and mosques, religious cds, copies of the Holy Quran and clocks sounding Azan or the call to prayer are some of the famous things people buy.	Arabic is the main language used.	Visit the grand mosque called Masjid Al-Nabawi. The Prophet Muhammad's burial site lies inside the mosque. The mosque also offers glamorous architecture and an astonishing view.
54	Darjeeling 	The best time to visit this hill station is between April to June and from September to December. The city os very cold and hence its better to carry multiple layers of warm clothing.	"Smart phone, hat, water, cash (at some places, cards wont work) and sun glasses are good items to carry on your trip."	Taxis are available from Bagdogra Airport to reach Darjeeling. The fares are around Rs. 1,500 for a small car and close to Rs. 2,000. A/C taxis can be hired for an additional sum of Rs. 200-300. The fares may be higher if you are taking a non regular route.	"It is here that you can feast on momos, kebabs and have a typical English tea with cake and crumpets. Glenary's Bakery and Café, Hot Stimulating Café, Hotel Lunar, Hotel Chanakya and Kunga's are some of the famous restaurants. "	Himalayan Mountaineering Institute(HMI),  Himalayan Zoo (Padmaja Naidu Zoological Park), Buddhist monasteries, Japanese Peace Pagoda and Tiger Hill are some of the popular sites.	Tea, Curio items, Dorjee, Hand Pick are the things to buy.	Bengali is the regional language spoke however people do understand English and Hindi.	Shruberry Health Club, Singalila National Park,  Darjeeling Himalayan Railway, The Darjeeling Himalayan Railway are some of the places to visit.  One can also try Mountain Biking here.
55	Jaipur	The best time to visit Jaipur is between October and March. During this period, the heat of the desert sun is less intense and the weather is cool. The climate varies alot between day and night. Hence its better to carry a jacket for the cold winer nights. Cotton clothes for the summers and a jacket/ woolen sweater for the winters.	Hat, sunglasses and sunblock are recommended as the sun can be strong even in the winter months. Definitely carry water and wet wipes during the summer months.	Local private buses, state buses, autos, taxis and rental cars, all can be used to get around Jaipur.	The airport is easily accesible from the city center. An A/C or non A/C taxi can be hired from the pre paid booth inside the airport or booked online at http://www.asklaila.com/listing/Jaipur/Civil+Lines/Meri+Car/W5VRdwh2/	"Chokhi Dhani,  Ambrosia,  Apno Gaon, Loharu House and Rawat Mishthan Bhandar are the major restaurants. Jaipur also has a lot of 5 star restaurants each with its own fine dining options. 1135 A.D at Amber Palace also has excellent food albeit a little expensive. Rajastan has typical Rajasthani food which is famous all over the world. Ask your waiter to recommend items to order."	" Jal Mahal Mubarak Mahal, Diwan-e-Khas, Nahargarh Fort and Amber Fort are some places to visit.Temples in Jaipur include Birla Temple Govind Devji Temple , Lakshmi Narayan Temple and Akshardham Temple (at Vaishali Nagar). "	Jaipur prints and embroidery on cloth items like 'meenakari’ and ‘kundan’ work are very famous. Beautiful gems and semi-precious stones among other jewelery are the main shopping attractions.	Marwadi is the main language spoken but many other regional languages are used. Hindi is widely understood and English is also spoken at the hotels and tourist places.	"Amber Fort Sound and Light Show, The Amber son-et-lumiere Raj Mandir Theatre.  Nad Sadhna ,B.M. Birla Auditorium and Convention Centre can be visited."
